image_path,usage,emotion,label_index,dataset_index
FER-Original-Dataset-Augmented/FER/surprise/3294_brightness_very_bright.png,training,surprise,3,30
FER-Original-Dataset/FER/anger/67.png,training,anger,0,31
FER-Original-Dataset-Augmented/FER/calm/1578_motion_blur_left.png,training,calm,2,32
FER-Original-Dataset-Augmented/FER/anger/2615_zoom_in.png,training,anger,0,33
FER-Original-Dataset-Augmented/FER/surprise/1397_light_speckle.png,training,surprise,3,34
FER-Original-Dataset-Augmented/FER/calm/5577_rotation_strong.png,training,calm,2,35
FER-Original-Dataset-Augmented/FER/anger/1710_perspective_strong.png,training,anger,0,36
FER-Original-Dataset-Augmented/FER/anger/1345_invert_colors.png,training,anger,0,37
FER-Original-Dataset-Augmented/FER/fear/3161_strong_solarize.png,training,fear,1,38
FER-Original-Dataset-Augmented/FER/surprise/1092_zoom_out.png,training,surprise,3,39
FER-Original-Dataset-Augmented/FER/fear/1078_dust.png,training,fear,1,40
FER-Original-Dataset/FER/fear/1335.png,training,fear,1,41
FER-Original-Dataset-Augmented/FER/calm/6084_snowflakes.png,training,calm,2,42
FER-Original-Dataset/FER/calm/5977.png,training,calm,2,43
FER-Original-Dataset-Augmented/FER/surprise/1741_motion_blur_left.png,training,surprise,3,44
FER-Original-Dataset-Augmented/FER/fear/4937_rotation_strong.png,training,fear,1,45
FER-Original-Dataset-Augmented/FER/calm/4756_gamma_very_dark.png,training,calm,2,46
FER-Original-Dataset/FER/anger/820.png,training,anger,0,47
FER-Original-Dataset/FER/anger/2502.png,training,anger,0,48
FER-Original-Dataset/FER/fear/2197.png,training,fear,1,49
FER-Original-Dataset-Augmented/FER/surprise/3256_shear_vertical.png,training,surprise,3,50
FER-Original-Dataset-Augmented/FER/anger/873_posterize_effect.png,training,anger,0,51
FER-Original-Dataset/FER/calm/326.png,training,calm,2,52
FER-Original-Dataset-Augmented/FER/calm/2286_heavy_noise.png,training,calm,2,53
FER-Original-Dataset/FER/anger/1294.png,training,anger,0,54
FER-Original-Dataset/FER/anger/161.png,training,anger,0,55
FER-Original-Dataset/FER/fear/3383.png,training,fear,1,56
FER-Original-Dataset-Augmented/FER/fear/4643_contrast_very_high.png,training,fear,1,57
FER-Original-Dataset/FER/calm/3848.png,training,calm,2,58
FER-Original-Dataset-Augmented/FER/fear/3430_posterize_effect.png,training,fear,1,59
FER-Original-Dataset-Augmented/FER/anger/1714_gamma_very_bright.png,training,anger,0,60
FER-Original-Dataset-Augmented/FER/fear/254_light_speckle.png,training,fear,1,61
FER-Original-Dataset/FER/anger/1915.png,training,anger,0,62
FER-Original-Dataset/FER/calm/2797.png,training,calm,2,63
FER-Original-Dataset-Augmented/FER/calm/1447_perspective_strong.png,training,calm,2,64
FER-Original-Dataset/FER/fear/5117.png,training,fear,1,65
FER-Original-Dataset-Augmented/FER/anger/2098_contrast_very_high.png,training,anger,0,66
FER-Original-Dataset/FER/fear/115.png,training,fear,1,67
FER-Original-Dataset/FER/surprise/2316.png,training,surprise,3,68
FER-Original-Dataset/FER/calm/1218.png,training,calm,2,69
FER-Original-Dataset-Augmented/FER/anger/4885_contrast_very_low.png,training,anger,0,70
FER-Original-Dataset/FER/surprise/3336.png,training,surprise,3,71
FER-Original-Dataset-Augmented/FER/fear/405_shear_vertical.png,training,fear,1,72
FER-Original-Dataset/FER/surprise/3536.png,training,surprise,3,73
FER-Original-Dataset/FER/fear/298.png,training,fear,1,74
FER-Original-Dataset-Augmented/FER/calm/1330_invert_colors.png,training,calm,2,75
FER-Original-Dataset-Augmented/FER/fear/2003_horizontal_flip.png,training,fear,1,76
FER-Original-Dataset-Augmented/FER/calm/894_rotation_strong.png,training,calm,2,77
FER-Original-Dataset-Augmented/FER/calm/4189_elastic_transform.png,training,calm,2,78
FER-Original-Dataset/FER/surprise/3080.png,training,surprise,3,79
FER-Original-Dataset-Augmented/FER/fear/4333_motion_blur_right.png,training,fear,1,80
FER-Original-Dataset/FER/surprise/3248.png,training,surprise,3,81
FER-Original-Dataset-Augmented/FER/anger/211_strong_solarize.png,training,anger,0,82
FER-Original-Dataset/FER/surprise/287.png,training,surprise,3,83
FER-Original-Dataset/FER/fear/400.png,training,fear,1,84
FER-Original-Dataset-Augmented/FER/anger/2625_large_squares.png,training,anger,0,85
FER-Original-Dataset/FER/anger/669.png,training,anger,0,86
FER-Original-Dataset-Augmented/FER/anger/932_horizontal_flip.png,training,anger,0,87
FER-Original-Dataset-Augmented/FER/calm/3819_heavy_noise.png,training,calm,2,88
FER-Original-Dataset-Augmented/FER/surprise/2447_hair.png,training,surprise,3,89
FER-Original-Dataset/FER/surprise/2185.png,training,surprise,3,90
FER-Original-Dataset/FER/surprise/2317.png,training,surprise,3,91
FER-Original-Dataset/FER/fear/1616.png,training,fear,1,92
FER-Original-Dataset/FER/fear/4014.png,training,fear,1,93
FER-Original-Dataset/FER/fear/288.png,training,fear,1,94
FER-Original-Dataset/FER/anger/3728.png,training,anger,0,95
FER-Original-Dataset/FER/calm/891.png,training,calm,2,96
FER-Original-Dataset/FER/surprise/641.png,training,surprise,3,97
FER-Original-Dataset/FER/fear/4054.png,training,fear,1,98
FER-Original-Dataset/FER/fear/4389.png,training,fear,1,99
FER-Original-Dataset/FER/calm/2654.png,training,calm,2,100
FER-Original-Dataset/FER/calm/551.png,training,calm,2,101
FER-Original-Dataset/FER/surprise/466.png,training,surprise,3,102
FER-Original-Dataset/FER/fear/794.png,training,fear,1,103
FER-Original-Dataset-Augmented/FER/calm/5087_horizontal_flip.png,training,calm,2,104
FER-Original-Dataset-Augmented/FER/calm/439_elastic_transform.png,training,calm,2,105
FER-Original-Dataset/FER/surprise/3619.png,training,surprise,3,106
FER-Original-Dataset/FER/anger/1288.png,training,anger,0,107
FER-Original-Dataset/FER/surprise/1878.png,training,surprise,3,108
FER-Original-Dataset/FER/anger/2851.png,training,anger,0,109
FER-Original-Dataset-Augmented/FER/fear/3322_gamma_very_bright.png,training,fear,1,110
FER-Original-Dataset-Augmented/FER/fear/3252_contrast_very_high.png,training,fear,1,111
FER-Original-Dataset-Augmented/FER/anger/4675_invert_colors.png,training,anger,0,112
FER-Original-Dataset-Augmented/FER/fear/5000_heavy_noise.png,training,fear,1,113
FER-Original-Dataset/FER/calm/3846.png,training,calm,2,114
FER-Original-Dataset/FER/calm/691.png,training,calm,2,115
FER-Original-Dataset/FER/calm/688.png,training,calm,2,116
FER-Original-Dataset/FER/fear/486.png,training,fear,1,117
FER-Original-Dataset/FER/fear/4958.png,training,fear,1,118
FER-Original-Dataset-Augmented/FER/calm/1360_gamma_very_bright.png,training,calm,2,119
FER-Original-Dataset-Augmented/FER/surprise/3029_rotation_strong.png,training,surprise,3,120
FER-Original-Dataset-Augmented/FER/surprise/2196_contrast_very_low.png,training,surprise,3,121
FER-Original-Dataset/FER/surprise/3572.png,training,surprise,3,122
FER-Original-Dataset-Augmented/FER/fear/2070_gamma_very_bright.png,training,fear,1,123
FER-Original-Dataset/FER/fear/1041.png,training,fear,1,124
FER-Original-Dataset/FER/calm/5966.png,training,calm,2,125
FER-Original-Dataset/FER/anger/821.png,training,anger,0,126
FER-Original-Dataset-Augmented/FER/anger/4935_rotation_strong.png,training,anger,0,127
FER-Original-Dataset-Augmented/FER/anger/2916_contrast_very_high.png,training,anger,0,128
FER-Original-Dataset-Augmented/FER/fear/1219_invert_colors.png,training,fear,1,129
FER-Original-Dataset/FER/calm/4259.png,training,calm,2,130
FER-Original-Dataset-Augmented/FER/calm/6173_strong_solarize.png,training,calm,2,131
FER-Original-Dataset-Augmented/FER/surprise/962_contrast_very_low.png,training,surprise,3,132
FER-Original-Dataset/FER/anger/1547.png,training,anger,0,133
FER-Original-Dataset/FER/surprise/3308.png,training,surprise,3,134
FER-Original-Dataset/FER/surprise/2467.png,training,surprise,3,135
FER-Original-Dataset/FER/surprise/769.png,training,surprise,3,136
FER-Original-Dataset/FER/calm/736.png,training,calm,2,137
FER-Original-Dataset-Augmented/FER/calm/4218_zoom_in.png,training,calm,2,138
FER-Original-Dataset/FER/fear/2259.png,training,fear,1,139
FER-Original-Dataset/FER/fear/3216.png,training,fear,1,140
FER-Original-Dataset/FER/fear/3091.png,training,fear,1,141
FER-Original-Dataset-Augmented/FER/surprise/139_zoom_in.png,training,surprise,3,142
FER-Original-Dataset-Augmented/FER/surprise/2781_brightness_very_bright.png,training,surprise,3,143
FER-Original-Dataset-Augmented/FER/surprise/1859_contrast_very_high.png,training,surprise,3,144
FER-Original-Dataset-Augmented/FER/calm/5462_contrast_very_low.png,training,calm,2,145
FER-Original-Dataset-Augmented/FER/anger/758_hair.png,training,anger,0,146
FER-Original-Dataset/FER/anger/658.png,training,anger,0,147
FER-Original-Dataset/FER/calm/3252.png,training,calm,2,148
FER-Original-Dataset-Augmented/FER/calm/1424_strong_blur.png,training,calm,2,149
FER-Original-Dataset-Augmented/FER/calm/4878_rotation_strong.png,training,calm,2,150
FER-Original-Dataset/FER/fear/2393.png,training,fear,1,151
FER-Original-Dataset/FER/fear/3411.png,training,fear,1,152
FER-Original-Dataset-Augmented/FER/fear/3304_zoom_in.png,training,fear,1,153
FER-Original-Dataset/FER/fear/929.png,training,fear,1,154
FER-Original-Dataset/FER/anger/396.png,training,anger,0,155
FER-Original-Dataset-Augmented/FER/fear/504_rotation_strong.png,training,fear,1,156
FER-Original-Dataset/FER/fear/890.png,training,fear,1,157
FER-Original-Dataset/FER/fear/4197.png,training,fear,1,158
FER-Original-Dataset-Augmented/FER/anger/312_light_speckle.png,training,anger,0,159
FER-Original-Dataset/FER/calm/5542.png,training,calm,2,160
FER-Original-Dataset-Augmented/FER/calm/2830_heavy_noise.png,training,calm,2,161
FER-Original-Dataset-Augmented/FER/calm/2131_posterize_effect.png,training,calm,2,162
FER-Original-Dataset/FER/anger/1668.png,training,anger,0,163
FER-Original-Dataset-Augmented/FER/fear/3093_gamma_very_bright.png,training,fear,1,164
FER-Original-Dataset/FER/fear/2807.png,training,fear,1,165
FER-Original-Dataset-Augmented/FER/surprise/3790_horizontal_flip.png,training,surprise,3,166
FER-Original-Dataset/FER/anger/1918.png,training,anger,0,167
FER-Original-Dataset-Augmented/FER/surprise/819_motion_blur_right.png,training,surprise,3,168
FER-Original-Dataset/FER/surprise/2605.png,training,surprise,3,169
FER-Original-Dataset/FER/surprise/3024.png,training,surprise,3,170
FER-Original-Dataset/FER/calm/1634.png,training,calm,2,171
FER-Original-Dataset/FER/calm/2334.png,training,calm,2,172
FER-Original-Dataset-Augmented/FER/anger/4088_dust.png,training,anger,0,173
FER-Original-Dataset/FER/calm/4292.png,training,calm,2,174
FER-Original-Dataset/FER/calm/5945.png,training,calm,2,175
FER-Original-Dataset-Augmented/FER/surprise/2395_shear_vertical.png,training,surprise,3,176
FER-Original-Dataset-Augmented/FER/anger/4294_snowflakes.png,training,anger,0,177
FER-Original-Dataset/FER/anger/1501.png,training,anger,0,178
FER-Original-Dataset/FER/surprise/3438.png,training,surprise,3,179
FER-Original-Dataset-Augmented/FER/calm/4871_elastic_transform.png,training,calm,2,180
FER-Original-Dataset/FER/fear/4926.png,training,fear,1,181
FER-Original-Dataset/FER/calm/3120.png,training,calm,2,182
FER-Original-Dataset/FER/surprise/2013.png,training,surprise,3,183
FER-Original-Dataset/FER/anger/1220.png,training,anger,0,184
FER-Original-Dataset-Augmented/FER/fear/2792_posterize_effect.png,training,fear,1,185
FER-Original-Dataset/FER/surprise/836.png,training,surprise,3,186
FER-Original-Dataset-Augmented/FER/surprise/3865_motion_blur_left.png,training,surprise,3,187
FER-Original-Dataset-Augmented/FER/surprise/326_gamma_very_dark.png,training,surprise,3,188
FER-Original-Dataset/FER/anger/3757.png,training,anger,0,189
FER-Original-Dataset/FER/anger/1212.png,training,anger,0,190
FER-Original-Dataset/FER/surprise/2602.png,training,surprise,3,191
FER-Original-Dataset/FER/fear/521.png,training,fear,1,192
FER-Original-Dataset/FER/anger/1214.png,training,anger,0,193
FER-Original-Dataset/FER/calm/2843.png,training,calm,2,194
FER-Original-Dataset/FER/anger/803.png,training,anger,0,195
FER-Original-Dataset/FER/calm/4570.png,training,calm,2,196
FER-Original-Dataset/FER/calm/1504.png,training,calm,2,197
FER-Original-Dataset/FER/fear/939.png,training,fear,1,198
FER-Original-Dataset-Augmented/FER/fear/1078_brightness_very_bright.png,training,fear,1,199
FER-Original-Dataset-Augmented/FER/calm/4332_large_squares.png,training,calm,2,200
FER-Original-Dataset/FER/fear/3830.png,training,fear,1,201
FER-Original-Dataset-Augmented/FER/surprise/2653_hair.png,training,surprise,3,202
FER-Original-Dataset/FER/anger/4816.png,training,anger,0,203
FER-Original-Dataset-Augmented/FER/surprise/608_invert_colors.png,training,surprise,3,204
FER-Original-Dataset/FER/calm/2944.png,training,calm,2,205
FER-Original-Dataset/FER/fear/1815.png,training,fear,1,206
FER-Original-Dataset-Augmented/FER/calm/4649_strong_blur.png,training,calm,2,207
FER-Original-Dataset/FER/surprise/2474.png,training,surprise,3,208
FER-Original-Dataset/FER/fear/3621.png,training,fear,1,209
FER-Original-Dataset/FER/calm/5278.png,training,calm,2,210
FER-Original-Dataset-Augmented/FER/calm/6115_strong_blur.png,training,calm,2,211
FER-Original-Dataset-Augmented/FER/calm/5963_contrast_very_high.png,training,calm,2,212
FER-Original-Dataset-Augmented/FER/fear/1751_hair.png,training,fear,1,213
FER-Original-Dataset/FER/fear/3840.png,training,fear,1,214
FER-Original-Dataset-Augmented/FER/calm/4662_posterize_effect.png,training,calm,2,215
FER-Original-Dataset/FER/calm/1725.png,training,calm,2,216
FER-Original-Dataset-Augmented/FER/calm/4781_histogram_equalize.png,training,calm,2,217
FER-Original-Dataset-Augmented/FER/surprise/3110_strong_solarize.png,training,surprise,3,218
FER-Original-Dataset/FER/fear/361.png,training,fear,1,219
FER-Original-Dataset/FER/surprise/1588.png,training,surprise,3,220
FER-Original-Dataset/FER/fear/4845.png,training,fear,1,221
FER-Original-Dataset-Augmented/FER/surprise/3146_dust.png,training,surprise,3,222
FER-Original-Dataset/FER/surprise/2067.png,training,surprise,3,223
FER-Original-Dataset-Augmented/FER/anger/4164_gamma_very_dark.png,training,anger,0,224
FER-Original-Dataset/FER/fear/2098.png,training,fear,1,225
FER-Original-Dataset-Augmented/FER/fear/4699_motion_blur_left.png,training,fear,1,226
FER-Original-Dataset-Augmented/FER/anger/1937_histogram_equalize.png,training,anger,0,227
FER-Original-Dataset-Augmented/FER/calm/2960_snowflakes.png,training,calm,2,228
FER-Original-Dataset/FER/anger/1297.png,training,anger,0,229
FER-Original-Dataset-Augmented/FER/fear/278_motion_blur_right.png,training,fear,1,230
FER-Original-Dataset/FER/calm/1394.png,training,calm,2,231
FER-Original-Dataset/FER/calm/3047.png,training,calm,2,232
FER-Original-Dataset/FER/surprise/3262.png,training,surprise,3,233
FER-Original-Dataset-Augmented/FER/calm/1128_zoom_out.png,training,calm,2,234
FER-Original-Dataset-Augmented/FER/surprise/2591_large_squares.png,training,surprise,3,235
FER-Original-Dataset-Augmented/FER/surprise/3461_invert_colors.png,training,surprise,3,236
FER-Original-Dataset/FER/fear/1866.png,training,fear,1,237
FER-Original-Dataset/FER/anger/127.png,training,anger,0,238
FER-Original-Dataset-Augmented/FER/fear/2487_hair.png,training,fear,1,239
FER-Original-Dataset/FER/surprise/1274.png,training,surprise,3,240
FER-Original-Dataset/FER/anger/2587.png,training,anger,0,241
FER-Original-Dataset-Augmented/FER/anger/238_brightness_very_dark.png,training,anger,0,242
FER-Original-Dataset-Augmented/FER/calm/1664_elastic_transform.png,training,calm,2,243
FER-Original-Dataset/FER/surprise/2875.png,training,surprise,3,244
FER-Original-Dataset/FER/calm/1417.png,training,calm,2,245
FER-Original-Dataset/FER/anger/4047.png,training,anger,0,246
FER-Original-Dataset-Augmented/FER/calm/98_heavy_noise.png,training,calm,2,247
FER-Original-Dataset-Augmented/FER/fear/2694_invert_colors.png,training,fear,1,248
FER-Original-Dataset-Augmented/FER/surprise/1099_contrast_very_low.png,training,surprise,3,249
FER-Original-Dataset-Augmented/FER/surprise/3624_perspective_strong.png,training,surprise,3,250
FER-Original-Dataset-Augmented/FER/fear/2961_dust.png,training,fear,1,251
FER-Original-Dataset/FER/anger/286.png,training,anger,0,252
FER-Original-Dataset-Augmented/FER/anger/4497_elastic_transform.png,training,anger,0,253
FER-Original-Dataset/FER/fear/601.png,training,fear,1,254
FER-Original-Dataset-Augmented/FER/surprise/103_light_speckle.png,training,surprise,3,255
FER-Original-Dataset-Augmented/FER/calm/4065_perspective_strong.png,training,calm,2,256
FER-Original-Dataset/FER/calm/3677.png,training,calm,2,257
FER-Original-Dataset-Augmented/FER/calm/4327_contrast_very_high.png,training,calm,2,258
FER-Original-Dataset-Augmented/FER/calm/5397_gamma_very_dark.png,training,calm,2,259
FER-Original-Dataset/FER/calm/3026.png,training,calm,2,260
FER-Original-Dataset/FER/calm/2414.png,training,calm,2,261
FER-Original-Dataset-Augmented/FER/surprise/822_gamma_very_bright.png,training,surprise,3,262
FER-Original-Dataset/FER/fear/645.png,training,fear,1,263
FER-Original-Dataset/FER/fear/2220.png,training,fear,1,264
FER-Original-Dataset/FER/calm/1555.png,training,calm,2,265
FER-Original-Dataset-Augmented/FER/calm/2689_dust.png,training,calm,2,266
FER-Original-Dataset-Augmented/FER/anger/118_strong_clahe.png,training,anger,0,267
FER-Original-Dataset/FER/calm/57.png,training,calm,2,268
FER-Original-Dataset-Augmented/FER/surprise/22_perspective_strong.png,training,surprise,3,269
FER-Original-Dataset-Augmented/FER/surprise/1165_invert_colors.png,training,surprise,3,270
FER-Original-Dataset-Augmented/FER/calm/937_heavy_noise.png,training,calm,2,271
FER-Original-Dataset/FER/surprise/657.png,training,surprise,3,272
FER-Original-Dataset/FER/anger/1211.png,training,anger,0,273
FER-Original-Dataset/FER/calm/3888.png,training,calm,2,274
FER-Original-Dataset-Augmented/FER/fear/1552_perspective_strong.png,training,fear,1,275
FER-Original-Dataset/FER/anger/1042.png,training,anger,0,276
FER-Original-Dataset-Augmented/FER/anger/4700_gamma_very_bright.png,training,anger,0,277
FER-Original-Dataset/FER/surprise/3851.png,training,surprise,3,278
FER-Original-Dataset/FER/fear/4779.png,training,fear,1,279
FER-Original-Dataset/FER/fear/3220.png,training,fear,1,280
FER-Original-Dataset/FER/anger/4726.png,training,anger,0,281
FER-Original-Dataset/FER/fear/228.png,training,fear,1,282
FER-Original-Dataset-Augmented/FER/calm/2256_contrast_very_high.png,training,calm,2,283
FER-Original-Dataset/FER/fear/1572.png,training,fear,1,284
FER-Original-Dataset-Augmented/FER/surprise/1647_snowflakes.png,training,surprise,3,285
FER-Original-Dataset/FER/surprise/1743.png,training,surprise,3,286
FER-Original-Dataset-Augmented/FER/calm/3359_shear_vertical.png,training,calm,2,287
FER-Original-Dataset-Augmented/FER/surprise/701_motion_blur_left.png,training,surprise,3,288
FER-Original-Dataset/FER/surprise/209.png,training,surprise,3,289
FER-Original-Dataset/FER/surprise/3179.png,training,surprise,3,290
FER-Original-Dataset-Augmented/FER/surprise/2584_gamma_very_dark.png,training,surprise,3,291
FER-Original-Dataset/FER/calm/1590.png,training,calm,2,292
FER-Original-Dataset-Augmented/FER/anger/3506_thin_bars.png,training,anger,0,293
FER-Original-Dataset-Augmented/FER/fear/571_strong_solarize.png,training,fear,1,294
FER-Original-Dataset/FER/surprise/833.png,training,surprise,3,295
FER-Original-Dataset/FER/calm/3792.png,training,calm,2,296
FER-Original-Dataset/FER/fear/143.png,training,fear,1,297
FER-Original-Dataset/FER/calm/3314.png,training,calm,2,298
FER-Original-Dataset-Augmented/FER/anger/1799_brightness_very_dark.png,training,anger,0,299
FER-Original-Dataset/FER/fear/3102.png,training,fear,1,300
FER-Original-Dataset/FER/fear/4378.png,training,fear,1,301
FER-Original-Dataset-Augmented/FER/surprise/2287_contrast_very_low.png,training,surprise,3,302
FER-Original-Dataset/FER/anger/1011.png,training,anger,0,303
FER-Original-Dataset/FER/fear/4921.png,training,fear,1,304
FER-Original-Dataset-Augmented/FER/anger/3875_contrast_very_high.png,training,anger,0,305
FER-Original-Dataset-Augmented/FER/fear/4235_horizontal_flip.png,training,fear,1,306
FER-Original-Dataset/FER/calm/4299.png,training,calm,2,307
FER-Original-Dataset/FER/anger/3145.png,training,anger,0,308
FER-Original-Dataset-Augmented/FER/calm/5457_motion_blur_left.png,training,calm,2,309
FER-Original-Dataset-Augmented/FER/calm/173_posterize_effect.png,training,calm,2,310
FER-Original-Dataset/FER/fear/1493.png,training,fear,1,311
FER-Original-Dataset/FER/calm/1684.png,training,calm,2,312
FER-Original-Dataset-Augmented/FER/surprise/2976_histogram_equalize.png,training,surprise,3,313
FER-Original-Dataset/FER/calm/4471.png,training,calm,2,314
FER-Original-Dataset-Augmented/FER/fear/4403_shear_vertical.png,training,fear,1,315
FER-Original-Dataset-Augmented/FER/surprise/2165_invert_colors.png,training,surprise,3,316
FER-Original-Dataset-Augmented/FER/calm/5199_posterize_effect.png,training,calm,2,317
FER-Original-Dataset/FER/surprise/212.png,training,surprise,3,318
FER-Original-Dataset/FER/fear/1524.png,training,fear,1,319
FER-Original-Dataset/FER/surprise/1303.png,training,surprise,3,320
FER-Original-Dataset-Augmented/FER/calm/2968_heavy_noise.png,training,calm,2,321
FER-Original-Dataset/FER/anger/2187.png,training,anger,0,322
FER-Original-Dataset-Augmented/FER/anger/1128_zoom_out.png,training,anger,0,323
FER-Original-Dataset/FER/calm/277.png,training,calm,2,324
FER-Original-Dataset/FER/anger/2667.png,training,anger,0,325
FER-Original-Dataset/FER/anger/2524.png,training,anger,0,326
FER-Original-Dataset-Augmented/FER/calm/1678_contrast_very_high.png,training,calm,2,327
FER-Original-Dataset/FER/surprise/3819.png,training,surprise,3,328
FER-Original-Dataset/FER/fear/1968.png,training,fear,1,329
FER-Original-Dataset/FER/fear/3093.png,training,fear,1,330
FER-Original-Dataset/FER/surprise/1677.png,training,surprise,3,331
FER-Original-Dataset-Augmented/FER/surprise/3909_dust.png,training,surprise,3,332
FER-Original-Dataset/FER/surprise/1915.png,training,surprise,3,333
FER-Original-Dataset/FER/surprise/3723.png,training,surprise,3,334
FER-Original-Dataset-Augmented/FER/calm/5500_zoom_out.png,training,calm,2,335
FER-Original-Dataset-Augmented/FER/fear/72_perspective_strong.png,training,fear,1,336
FER-Original-Dataset-Augmented/FER/calm/4000_strong_solarize.png,training,calm,2,337
FER-Original-Dataset/FER/fear/3303.png,training,fear,1,338
FER-Original-Dataset/FER/anger/1700.png,training,anger,0,339
FER-Original-Dataset/FER/anger/2574.png,training,anger,0,340
FER-Original-Dataset-Augmented/FER/calm/5155_brightness_very_bright.png,training,calm,2,341
FER-Original-Dataset/FER/surprise/1452.png,training,surprise,3,342
FER-Original-Dataset-Augmented/FER/surprise/1149_strong_blur.png,training,surprise,3,343
FER-Original-Dataset/FER/fear/709.png,training,fear,1,344
FER-Original-Dataset-Augmented/FER/calm/3653_histogram_equalize.png,training,calm,2,345
FER-Original-Dataset-Augmented/FER/anger/3460_motion_blur_left.png,training,anger,0,346
FER-Original-Dataset/FER/calm/1842.png,training,calm,2,347
FER-Original-Dataset/FER/fear/4254.png,training,fear,1,348
FER-Original-Dataset/FER/calm/496.png,training,calm,2,349
FER-Original-Dataset-Augmented/FER/fear/1475_strong_solarize.png,training,fear,1,350
FER-Original-Dataset-Augmented/FER/calm/5499_strong_blur.png,training,calm,2,351
FER-Original-Dataset-Augmented/FER/calm/217_snowflakes.png,training,calm,2,352
FER-Original-Dataset-Augmented/FER/calm/1937_brightness_very_bright.png,training,calm,2,353
FER-Original-Dataset/FER/fear/879.png,training,fear,1,354
FER-Original-Dataset/FER/surprise/730.png,training,surprise,3,355
FER-Original-Dataset-Augmented/FER/anger/3879_contrast_very_high.png,training,anger,0,356
FER-Original-Dataset/FER/surprise/529.png,training,surprise,3,357
FER-Original-Dataset-Augmented/FER/fear/2931_large_squares.png,training,fear,1,358
FER-Original-Dataset/FER/surprise/2533.png,training,surprise,3,359
FER-Original-Dataset/FER/fear/3335.png,training,fear,1,360
FER-Original-Dataset-Augmented/FER/calm/1655_gamma_very_dark.png,training,calm,2,361
FER-Original-Dataset/FER/anger/3981.png,training,anger,0,362
FER-Original-Dataset-Augmented/FER/calm/3666_gamma_very_dark.png,training,calm,2,363
FER-Original-Dataset-Augmented/FER/anger/1690_contrast_very_low.png,training,anger,0,364
FER-Original-Dataset-Augmented/FER/fear/2542_strong_clahe.png,training,fear,1,365
FER-Original-Dataset-Augmented/FER/surprise/1467_contrast_very_high.png,training,surprise,3,366
FER-Original-Dataset-Augmented/FER/fear/916_histogram_equalize.png,training,fear,1,367
FER-Original-Dataset/FER/anger/2815.png,training,anger,0,368
FER-Original-Dataset-Augmented/FER/fear/4074_invert_colors.png,training,fear,1,369
FER-Original-Dataset-Augmented/FER/surprise/3622_brightness_very_bright.png,training,surprise,3,370
FER-Original-Dataset-Augmented/FER/calm/3527_motion_blur_left.png,training,calm,2,371
FER-Original-Dataset-Augmented/FER/fear/1035_dust.png,training,fear,1,372
FER-Original-Dataset/FER/surprise/598.png,training,surprise,3,373
FER-Original-Dataset-Augmented/FER/fear/4343_perspective_strong.png,training,fear,1,374
FER-Original-Dataset/FER/calm/1202.png,training,calm,2,375
FER-Original-Dataset-Augmented/FER/surprise/3958_large_squares.png,training,surprise,3,376
FER-Original-Dataset-Augmented/FER/calm/1315_invert_colors.png,training,calm,2,377
FER-Original-Dataset-Augmented/FER/fear/5041_histogram_equalize.png,training,fear,1,378
FER-Original-Dataset/FER/fear/1248.png,training,fear,1,379
FER-Original-Dataset/FER/surprise/1094.png,training,surprise,3,380
