img_path,race,race4,gender,age
FER-Original-Dataset/FER/calm/5930.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/calm/766.png,East Asian,Asian,Male,20-29
FER-Original-Dataset/FER/fear/3531.png,Latino_Hispanic,Indian,Male,30-39
FER-Original-Dataset/FER/fear/801.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/285.png,White,White,Female,3-9
FER-Original-Dataset/FER/fear/4127.png,White,White,Female,30-39
FER-Original-Dataset/FER/surprise/2350.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/2510.png,Middle Eastern,White,Male,50-59
FER-Original-Dataset/FER/surprise/2399.png,Southeast Asian,Asian,Male,70+
FER-Original-Dataset/FER/fear/1228.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/93.png,Black,White,Male,0-2
FER-Original-Dataset/FER/surprise/2957.png,East Asian,Asian,Female,30-39
FER-Original-Dataset/FER/calm/2721.png,White,White,Female,30-39
FER-Original-Dataset/FER/fear/1702.png,White,White,Male,3-9
FER-Original-Dataset/FER/calm/5337.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/882.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/fear/206.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/2166.png,White,White,Male,0-2
FER-Original-Dataset/FER/fear/4311.png,White,White,Male,40-49
FER-Original-Dataset/FER/anger/2726.png,White,White,Female,30-39
FER-Original-Dataset/FER/surprise/2485.png,White,White,Female,30-39
FER-Original-Dataset/FER/fear/3707.png,White,White,Female,30-39
FER-Original-Dataset/FER/calm/599.png,Middle Eastern,White,Female,30-39
FER-Original-Dataset/FER/calm/2983.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/2216.png,White,White,Male,10-19
FER-Original-Dataset/FER/fear/4582.png,White,White,Male,30-39
FER-Original-Dataset/FER/anger/2456.png,White,White,Male,3-9
FER-Original-Dataset/FER/fear/1969.png,White,White,Male,20-29
FER-Original-Dataset/FER/fear/3477.png,White,White,Female,10-19
FER-Original-Dataset/FER/calm/620.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/3194.png,Black,Black,Female,20-29
FER-Original-Dataset/FER/calm/5876.png,White,White,Male,3-9
FER-Original-Dataset/FER/fear/1158.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/2498.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/2984.png,White,White,Male,60-69
FER-Original-Dataset/FER/fear/4850.png,Middle Eastern,White,Male,30-39
FER-Original-Dataset/FER/calm/2451.png,Southeast Asian,Asian,Female,3-9
FER-Original-Dataset/FER/fear/1191.png,Black,Black,Male,40-49
FER-Original-Dataset/FER/fear/4899.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/1472.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/14.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/5047.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/fear/176.png,White,White,Male,3-9
FER-Original-Dataset/FER/fear/3688.png,White,White,Male,30-39
FER-Original-Dataset/FER/calm/416.png,White,White,Female,3-9
FER-Original-Dataset/FER/fear/3641.png,White,White,Female,30-39
FER-Original-Dataset/FER/anger/2383.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/2660.png,Latino_Hispanic,White,Female,3-9
FER-Original-Dataset/CKP/fear/10.png,White,White,Male,30-39
FER-Original-Dataset/FER/fear/340.png,White,White,Male,40-49
FER-Original-Dataset/FER/calm/5271.png,White,White,Female,10-19
FER-Original-Dataset/FER/fear/389.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/5792.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/calm/2667.png,East Asian,White,Male,3-9
FER-Original-Dataset/FER/calm/2384.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/2811.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/4270.png,White,Asian,Female,60-69
FER-Original-Dataset/FER/calm/1664.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/2647.png,White,White,Female,30-39
FER-Original-Dataset/FER/anger/4793.png,White,White,Male,0-2
FER-Original-Dataset/FER/calm/1387.png,White,White,Female,3-9
FER-Original-Dataset/FER/surprise/1812.png,White,Asian,Female,20-29
FER-Original-Dataset/FER/anger/3666.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/3026.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/845.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/4794.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/1380.png,White,White,Female,30-39
FER-Original-Dataset/FER/calm/4277.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/anger/1663.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/surprise/352.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/1349.png,White,White,Female,30-39
FER-Original-Dataset/FER/surprise/678.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/1509.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/597.png,White,White,Male,50-59
FER-Original-Dataset/FER/calm/3382.png,White,Indian,Female,20-29
FER-Original-Dataset/FER/calm/3661.png,Black,Black,Male,20-29
FER-Original-Dataset/FER/fear/29.png,Middle Eastern,White,Male,30-39
FER-Original-Dataset/FER/anger/3450.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/calm/6044.png,Middle Eastern,White,Female,30-39
FER-Original-Dataset/FER/fear/5067.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/surprise/3210.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/3499.png,White,White,Female,40-49
FER-Original-Dataset/FER/calm/3985.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/4870.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/1987.png,White,White,Male,30-39
FER-Original-Dataset/FER/calm/1178.png,White,White,Female,10-19
FER-Original-Dataset/FER/anger/4046.png,White,White,Female,30-39
FER-Original-Dataset/FER/calm/1452.png,Middle Eastern,White,Male,40-49
FER-Original-Dataset/FER/fear/2192.png,Middle Eastern,White,Male,40-49
FER-Original-Dataset/FER/fear/2471.png,Middle Eastern,White,Male,20-29
FER-Original-Dataset/CKP/anger/40.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/3457.png,White,White,Male,0-2
FER-Original-Dataset/FER/anger/768.png,White,White,Male,30-39
FER-Original-Dataset/FER/anger/3982.png,White,White,Male,40-49
FER-Original-Dataset/CKP/anger/89.png,Latino_Hispanic,Indian,Male,20-29
FER-Original-Dataset/FER/calm/1980.png,Black,Black,Male,20-29
FER-Original-Dataset/FER/calm/4088.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/4877.png,White,White,Male,60-69
FER-Original-Dataset/FER/calm/1949.png,Latino_Hispanic,Black,Male,60-69
FER-Original-Dataset/FER/surprise/1215.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/surprise/487.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/164.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/4041.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/1455.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/3998.png,White,White,Male,3-9
FER-Original-Dataset/FER/calm/3727.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/418.png,White,White,Male,50-59
FER-Original-Dataset/FER/anger/132.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/3951.png,White,Asian,Female,20-29
FER-Original-Dataset/CKP/surprise/105.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/1165.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/1486.png,White,White,Female,0-2
FER-Original-Dataset/FER/surprise/214.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/calm/4331.png,Black,Black,Male,20-29
FER-Original-Dataset/FER/anger/1725.png,White,White,Male,40-49
FER-Original-Dataset/FER/surprise/3483.png,Middle Eastern,White,Male,0-2
FER-Original-Dataset/FER/anger/3720.png,White,White,Male,40-49
FER-Original-Dataset/FER/surprise/3160.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/903.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/1208.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/surprise/1954.png,Black,Black,Male,20-29
FER-Original-Dataset/FER/anger/4336.png,White,White,Male,30-39
FER-Original-Dataset/FER/calm/1722.png,Black,Black,Male,10-19
FER-Original-Dataset/CKP/calm/100.png,Latino_Hispanic,Indian,Female,20-29
FER-Original-Dataset/FER/fear/2701.png,Middle Eastern,Asian,Female,30-39
FER-Original-Dataset/FER/surprise/1353.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/4107.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/1513.png,White,White,Male,40-49
FER-Original-Dataset/FER/anger/1039.png,White,White,Male,30-39
FER-Original-Dataset/FER/surprise/1679.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/4931.png,Indian,Indian,Female,30-39
FER-Original-Dataset/FER/anger/304.png,Middle Eastern,White,Male,40-49
FER-Original-Dataset/FER/calm/3511.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/4100.png,Middle Eastern,White,Male,50-59
FER-Original-Dataset/FER/calm/1514.png,Southeast Asian,Asian,Female,70+
FER-Original-Dataset/FER/fear/2537.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/calm/167.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/4936.png,Latino_Hispanic,Indian,Female,20-29
FER-Original-Dataset/FER/surprise/813.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/3516.png,White,White,Female,30-39
FER-Original-Dataset/FER/calm/6102.png,White,White,Male,20-29
FER-Original-Dataset/FER/fear/5121.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/4922.png,White,White,Female,0-2
FER-Original-Dataset/FER/fear/2009.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/807.png,White,White,Female,30-39
FER-Original-Dataset/FER/fear/2523.png,East Asian,Asian,Male,20-29
FER-Original-Dataset/FER/anger/4114.png,White,White,Male,50-59
FER-Original-Dataset/FER/calm/1500.png,East Asian,Asian,Male,20-29
FER-Original-Dataset/FER/surprise/3342.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/3502.png,Black,Black,Female,30-39
FER-Original-Dataset/FER/calm/6116.png,East Asian,Asian,Male,20-29
FER-Original-Dataset/FER/anger/3028.png,White,White,Male,40-49
FER-Original-Dataset/FER/anger/4925.png,White,White,Male,10-19
FER-Original-Dataset/FER/calm/4439.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/fear/2838.png,White,White,Male,0-2
FER-Original-Dataset/FER/calm/4113.png,Black,Black,Female,30-39
FER-Original-Dataset/FER/anger/1507.png,White,White,Male,30-39
FER-Original-Dataset/FER/calm/3505.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/3819.png,Black,Black,Male,3-9
FER-Original-Dataset/FER/anger/310.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/3174.png,White,White,Male,0-2
FER-Original-Dataset/FER/anger/917.png,Latino_Hispanic,White,Male,20-29
FER-Original-Dataset/FER/surprise/3497.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/3734.png,White,White,Female,30-39
FER-Original-Dataset/FER/surprise/1989.png,White,White,Female,20-29
FER-Original-Dataset/CKP/calm/114.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/4322.png,East Asian,White,Male,30-39
FER-Original-Dataset/FER/calm/1736.png,White,White,Female,3-9
FER-Original-Dataset/FER/anger/4608.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/1940.png,White,White,Male,3-9
FER-Original-Dataset/FER/anger/126.png,Latino_Hispanic,Indian,Female,30-39
FER-Original-Dataset/FER/surprise/3945.png,White,White,Female,30-39
FER-Original-Dataset/FER/calm/3733.png,Southeast Asian,Asian,Male,0-2
FER-Original-Dataset/FER/surprise/1492.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/200.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/4325.png,White,Asian,Female,20-29
FER-Original-Dataset/CKP/surprise/111.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/1171.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/3996.png,White,Asian,Male,20-29
FER-Original-Dataset/FER/calm/3169.png,Black,Black,Female,10-19
FER-Original-Dataset/FER/anger/256.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/3443.png,Black,Black,Female,3-9
FER-Original-Dataset/CKP/anger/54.png,Latino_Hispanic,White,Female,20-29
FER-Original-Dataset/FER/surprise/170.png,White,Black,Female,3-9
FER-Original-Dataset/FER/calm/4055.png,White,White,Male,3-9
FER-Original-Dataset/FER/anger/1441.png,White,White,Male,60-69
FER-Original-Dataset/FER/surprise/1201.png,Black,Black,Female,20-29
FER-Original-Dataset/FER/surprise/493.png,White,Asian,Male,20-29
FER-Original-Dataset/FER/anger/1488.png,White,White,Female,3-9
FER-Original-Dataset/FER/anger/4863.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/1994.png,White,White,Male,20-29
FER-Original-Dataset/FER/calm/3991.png,Southeast Asian,Asian,Female,20-29
FER-Original-Dataset/FER/calm/6099.png,Black,Black,Female,10-19
FER-Original-Dataset/FER/fear/5073.png,Middle Eastern,White,Female,10-19
FER-Original-Dataset/FER/calm/3958.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/3204.png,White,White,Female,0-2
FER-Original-Dataset/FER/anger/3444.png,White,White,Female,40-49
FER-Original-Dataset/FER/calm/6050.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/2465.png,White,White,Male,3-9
FER-Original-Dataset/FER/anger/4052.png,Middle Eastern,White,Male,50-59
FER-Original-Dataset/FER/calm/1446.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/2186.png,White,White,Female,3-9
FER-Original-Dataset/FER/surprise/988.png,White,White,Male,10-19
FER-Original-Dataset/FER/anger/1993.png,White,White,Male,40-49
FER-Original-Dataset/FER/anger/4578.png,White,White,Female,3-9
FER-Original-Dataset/FER/surprise/941.png,White,White,Male,0-2
FER-Original-Dataset/FER/calm/4864.png,East Asian,Asian,Male,70+
FER-Original-Dataset/FER/calm/4749.png,East Asian,Asian,Male,40-49
FER-Original-Dataset/FER/calm/4263.png,White,White,Male,70+
FER-Original-Dataset/FER/anger/1677.png,Middle Eastern,White,Male,30-39
FER-Original-Dataset/FER/surprise/346.png,White,White,Male,0-2
FER-Original-Dataset/FER/surprise/1037.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/4780.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/1394.png,Southeast Asian,Asian,Female,3-9
FER-Original-Dataset/FER/calm/3675.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/3396.png,Black,Black,Female,20-29
FER-Original-Dataset/CKP/calm/39.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/3803.png,White,White,Male,20-29
FER-Original-Dataset/FER/surprise/1806.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/2379.png,White,White,Male,30-39
FER-Original-Dataset/FER/fear/2653.png,White,White,Female,20-29
FER-Original-Dataset/FER/anger/4787.png,White,White,Male,50-59
FER-Original-Dataset/FER/calm/1393.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/anger/4264.png,White,White,Female,20-29
FER-Original-Dataset/FER/calm/1670.png,Latino_Hispanic,Black,Male,20-29
FER-Original-Dataset/FER/surprise/3032.png,White,White,Male,40-49
FER-Original-Dataset/FER/anger/851.png,White,White,Male,20-29
FER-Original-Dataset/FER/anger/3391.png,White,White,Male,40-49
FER-Original-Dataset/FER/anger/3672.png,White,White,Male,30-39
FER-Original-Dataset/FER/anger/898.png,Latino_Hispanic,Asian,Female,20-29
FER-Original-Dataset/FER/calm/5786.png,White,White,Male,30-39
FER-Original-Dataset/FER/calm/919.png,White,White,Male,30-39
FER-Original-Dataset/FER/calm/5265.png,White,White,Male,3-9
FER-Original-Dataset/FER/calm/2359.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/fear/1699.png,White,White,Female,20-29
FER-Original-Dataset/FER/surprise/2805.png,White,White,Male,3-9
FER-Original-Dataset/FER/fear/1650.png,Black,Black,Female,20-29
FER-Original-Dataset/FER/calm/2390.png,East Asian,Asian,Female,20-29
FER-Original-Dataset/FER/calm/2673.png,Black,Indian,Female,30-39
FER-Original-Dataset/FER/calm/402.png,Middle Eastern,White,Female,30-39
FER-Original-Dataset/FER/fear/3655.png,White,White,Male,50-59
FER-Original-Dataset/FER/calm/128.png,Black,Black,Male,10-19
FER-Original-Dataset/FER/fear/4769.png,East Asian,Asian,Female,30-39
FER-Original-Dataset/FER/anger/2674.png,White,White,Male,3-9
FER-Original-Dataset/FER/anger/2397.png,White,White,Male,30-39
FER-Original-Dataset/FER/fear/4243.png,White,White,Male,30-39
FER-Original-Dataset/FER/surprise/2034.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/1466.png,White,White,Male,70+
FER-Original-Dataset/FER/anger/2959.png,White,White,Male,30-39
FER-Original-Dataset/FER/calm/2445.png,White,White,Female,20-29
FER-Original-Dataset/FER/fear/1185.png,White,White,Male,40-49
FER-Original-Dataset/FER/anger/2990.png,Black,Black,Male,30-39
FER-Original-Dataset/FER/fear/4844.png,Southeast Asian,Asian,Female,30-39
FER-Original-Dataset/FER/calm/5579.png,Black,Black,Female,40-49
FER-Original-Dataset/FER/fear/481.png,White,White,Male,50-59
FER-Original-Dataset/FER/fear/162.png,White,White,Male,50-59
FER-Original-Dataset/FER/fear/448.png,Black,Black,Male,40-49
FER-Original-Dataset/FER/calm/5053.png,East Asian,Asian,Male,20-29
FER-Original-Dataset/FER/fear/4596.png,White,White,Male,30-39
FER-Original-Dataset/FER/anger/2442.png,White,White,Female,3-9
FER-Original-Dataset/FER/surprise/2202.png,White,White,Male,20-29
FER-Original-Dataset/FER/fear/4075.png,Middle Eastern,Indian,Male,30-39
FER-Original-Dataset/FER/anger/2168.png,White,White,Female,20-29
